Nombre Dispositivo:,,OM-CP-VOLT101A
14 Aug 2022,22:08:33,10
14 Aug 2022,22:23:33,10
14 Aug 2022,22:38:33,10
14 Aug 2022,22:53:33,10
14 Aug 2022,23:08:33,10
14 Aug 2022,23:23:33,15
14 Aug 2022,23:38:33,10
14 Aug 2022,23:53:33,10
15 Aug 2022,0:08:33,10
15 Aug 2022,0:23:33,10
15 Aug 2022,0:38:33,10
15 Aug 2022,0:53:33,10
15 Aug 2022,1:08:33,15
15 Aug 2022,1:23:33,10
15 Aug 2022,1:38:33,10
15 Aug 2022,1:53:33,10
15 Aug 2022,2:08:33,10
15 Aug 2022,2:23:33,10
15 Aug 2022,2:38:33,10
15 Aug 2022,2:53:33,10
15 Aug 2022,3:08:33,10
15 Aug 2022,3:23:33,10
15 Aug 2022,3:38:33,10
15 Aug 2022,3:53:33,10
15 Aug 2022,4:08:33,10
15 Aug 2022,4:23:33,10
15 Aug 2022,4:38:33,10
15 Aug 2022,4:53:33,10
15 Aug 2022,5:08:33,15
15 Aug 2022,5:23:33,10
15 Aug 2022,5:38:33,10
15 Aug 2022,5:53:33,15
15 Aug 2022,6:08:33,10
15 Aug 2022,6:23:33,10
15 Aug 2022,6:38:33,15
15 Aug 2022,6:53:33,10
15 Aug 2022,7:08:33,10
15 Aug 2022,7:23:33,10
15 Aug 2022,7:38:33,10
15 Aug 2022,7:53:33,15
15 Aug 2022,8:08:33,10
15 Aug 2022,8:23:33,10
15 Aug 2022,8:38:33,15
15 Aug 2022,8:53:33,10
15 Aug 2022,9:08:33,10
15 Aug 2022,9:23:33,10
15 Aug 2022,9:38:33,10
15 Aug 2022,9:53:33,10
15 Aug 2022,10:08:33,10
15 Aug 2022,10:23:33,10
15 Aug 2022,10:38:33,10
15 Aug 2022,10:53:33,10
15 Aug 2022,11:08:33,10
15 Aug 2022,11:23:33,10
15 Aug 2022,11:38:33,10
15 Aug 2022,11:53:33,10
15 Aug 2022,12:08:33,10
15 Aug 2022,12:23:33,5
15 Aug 2022,12:38:33,10
15 Aug 2022,12:53:33,15
15 Aug 2022,13:08:33,10
15 Aug 2022,13:23:33,10
15 Aug 2022,13:38:33,10
15 Aug 2022,13:53:33,10
15 Aug 2022,14:08:33,10
15 Aug 2022,14:23:33,10
15 Aug 2022,14:38:33,10
15 Aug 2022,14:53:33,10
15 Aug 2022,15:08:33,5
15 Aug 2022,15:23:33,10
15 Aug 2022,15:38:33,10
15 Aug 2022,15:53:33,10
15 Aug 2022,16:08:33,10
15 Aug 2022,16:23:33,10
15 Aug 2022,16:38:33,10
15 Aug 2022,16:53:33,10
15 Aug 2022,17:08:33,10
15 Aug 2022,17:23:33,10
15 Aug 2022,17:38:33,10
15 Aug 2022,17:53:33,10
15 Aug 2022,18:08:33,10
15 Aug 2022,18:23:33,10
15 Aug 2022,18:38:33,10
15 Aug 2022,18:53:33,10
15 Aug 2022,19:08:33,10
15 Aug 2022,19:23:33,10
15 Aug 2022,19:38:33,10
15 Aug 2022,19:53:33,10
15 Aug 2022,20:08:33,10
15 Aug 2022,20:23:33,10
15 Aug 2022,20:38:33,10
15 Aug 2022,20:53:33,10
15 Aug 2022,21:08:33,10
15 Aug 2022,21:23:33,10
15 Aug 2022,21:38:33,10
15 Aug 2022,21:53:33,10
15 Aug 2022,22:08:33,10
15 Aug 2022,22:23:33,10
15 Aug 2022,22:38:33,10
15 Aug 2022,22:53:33,10
15 Aug 2022,23:08:33,10
15 Aug 2022,23:23:33,10
15 Aug 2022,23:38:33,10
15 Aug 2022,23:53:33,15
16 Aug 2022,0:08:33,15
16 Aug 2022,0:23:33,15
16 Aug 2022,0:38:33,10
16 Aug 2022,0:53:33,10
16 Aug 2022,1:08:33,10
16 Aug 2022,1:23:33,10
16 Aug 2022,1:38:33,10
16 Aug 2022,1:53:33,10
16 Aug 2022,2:08:33,10
16 Aug 2022,2:23:33,5
16 Aug 2022,2:38:33,5
16 Aug 2022,2:53:33,0
16 Aug 2022,3:08:33,0
16 Aug 2022,3:23:33,0
16 Aug 2022,3:38:33,0
16 Aug 2022,3:53:33,-5
16 Aug 2022,4:08:33,-5
16 Aug 2022,4:23:33,0
16 Aug 2022,4:38:33,0
16 Aug 2022,4:53:33,0
16 Aug 2022,5:08:33,5
16 Aug 2022,5:23:33,0
16 Aug 2022,5:38:33,0
16 Aug 2022,5:53:33,0
16 Aug 2022,6:08:33,0
16 Aug 2022,6:23:33,-5
16 Aug 2022,6:38:33,5
16 Aug 2022,6:53:33,5
16 Aug 2022,7:08:33,0
16 Aug 2022,7:23:33,10
16 Aug 2022,7:38:33,0
16 Aug 2022,7:53:33,0
16 Aug 2022,8:08:33,0
16 Aug 2022,8:23:33,5
16 Aug 2022,8:38:33,-5
16 Aug 2022,8:53:33,5
16 Aug 2022,9:08:33,-5
16 Aug 2022,9:23:33,0
16 Aug 2022,9:38:33,-5
16 Aug 2022,9:53:33,0
16 Aug 2022,10:08:33,-5
16 Aug 2022,10:23:33,-5
16 Aug 2022,10:38:33,0
16 Aug 2022,10:53:33,0
16 Aug 2022,11:08:33,-5
16 Aug 2022,11:23:33,0
16 Aug 2022,11:38:33,0
16 Aug 2022,11:53:33,-5
16 Aug 2022,12:08:33,-10
16 Aug 2022,12:23:33,0
16 Aug 2022,12:38:33,-5
16 Aug 2022,12:53:33,-5
16 Aug 2022,13:08:33,-10
16 Aug 2022,13:23:33,-15
16 Aug 2022,13:38:33,-15
16 Aug 2022,13:53:33,-15
16 Aug 2022,14:08:33,-15
16 Aug 2022,14:23:33,-15
16 Aug 2022,14:38:33,-15
16 Aug 2022,14:53:33,-15
16 Aug 2022,15:08:33,-15
16 Aug 2022,15:23:33,-20
16 Aug 2022,15:38:33,-15
16 Aug 2022,15:53:33,-20
16 Aug 2022,16:08:33,-20
16 Aug 2022,16:23:33,-20
16 Aug 2022,16:38:33,-15
16 Aug 2022,16:53:33,-15
16 Aug 2022,17:08:33,-20
16 Aug 2022,17:23:33,-15
16 Aug 2022,17:38:33,-15
16 Aug 2022,17:53:33,-15
16 Aug 2022,18:08:33,-15
16 Aug 2022,18:23:33,-15
16 Aug 2022,18:38:33,-15
16 Aug 2022,18:53:33,-15
16 Aug 2022,19:08:33,-15
16 Aug 2022,19:23:33,-15
16 Aug 2022,19:38:33,-30
16 Aug 2022,19:53:33,-35
16 Aug 2022,20:08:33,-35
16 Aug 2022,20:23:33,-30
16 Aug 2022,20:38:33,-30
16 Aug 2022,20:53:33,-30
16 Aug 2022,21:08:33,-30
16 Aug 2022,21:23:33,-30
16 Aug 2022,21:38:33,-30
16 Aug 2022,21:53:33,-30
16 Aug 2022,22:08:33,-30
16 Aug 2022,22:23:33,-30
16 Aug 2022,22:38:33,-30
16 Aug 2022,22:53:33,-30
16 Aug 2022,23:08:33,-30
16 Aug 2022,23:23:33,-30
16 Aug 2022,23:38:33,-30
16 Aug 2022,23:53:33,-30
17 Aug 2022,0:08:33,-30
17 Aug 2022,0:23:33,-30
17 Aug 2022,0:38:33,-25
17 Aug 2022,0:53:33,-25
17 Aug 2022,1:08:33,-30
17 Aug 2022,1:23:33,-25
17 Aug 2022,1:38:33,-30
17 Aug 2022,1:53:33,-30
17 Aug 2022,2:08:33,-25
17 Aug 2022,2:23:33,-25
17 Aug 2022,2:38:33,-25
17 Aug 2022,2:53:33,-25
17 Aug 2022,3:08:33,-25
17 Aug 2022,3:23:33,-30
17 Aug 2022,3:38:33,-30
17 Aug 2022,3:53:33,-30
17 Aug 2022,4:08:33,-30
17 Aug 2022,4:23:33,-30
17 Aug 2022,4:38:33,-30
17 Aug 2022,4:53:33,-25
17 Aug 2022,5:08:33,-25
17 Aug 2022,5:23:33,-25
17 Aug 2022,5:38:33,-20
17 Aug 2022,5:53:33,-20
17 Aug 2022,6:08:33,-20
17 Aug 2022,6:23:33,-20
17 Aug 2022,6:38:33,-20
17 Aug 2022,6:53:33,-20
17 Aug 2022,7:08:33,-20
17 Aug 2022,7:23:33,-20
17 Aug 2022,7:38:33,-20
17 Aug 2022,7:53:33,-20
17 Aug 2022,8:08:33,-10
17 Aug 2022,8:23:33,-25
17 Aug 2022,8:38:33,-25
17 Aug 2022,8:53:33,-15
17 Aug 2022,9:08:33,-20
17 Aug 2022,9:23:33,-25
17 Aug 2022,9:38:33,-25
17 Aug 2022,9:53:33,-20
17 Aug 2022,10:08:33,-20
17 Aug 2022,10:23:33,-25
17 Aug 2022,10:38:33,-25
17 Aug 2022,10:53:33,-30
17 Aug 2022,11:08:33,-30
17 Aug 2022,11:23:33,-35
17 Aug 2022,11:38:33,-35
17 Aug 2022,11:53:33,-35
17 Aug 2022,12:08:33,-40
17 Aug 2022,12:23:33,-45
17 Aug 2022,12:38:33,-45
17 Aug 2022,12:53:33,-45
17 Aug 2022,13:08:33,-45
17 Aug 2022,13:23:33,-45
17 Aug 2022,13:38:33,-45
17 Aug 2022,13:53:33,-45
17 Aug 2022,14:08:33,-45
17 Aug 2022,14:23:33,-50
17 Aug 2022,14:38:33,-45
17 Aug 2022,14:53:33,-45
17 Aug 2022,15:08:33,-45
17 Aug 2022,15:23:33,-50
17 Aug 2022,15:38:33,-50
17 Aug 2022,15:53:33,-50
17 Aug 2022,16:08:33,-45
17 Aug 2022,16:23:33,-50
17 Aug 2022,16:38:33,-50
17 Aug 2022,16:53:33,-50
17 Aug 2022,17:08:33,-50
17 Aug 2022,17:23:33,-45
17 Aug 2022,17:38:33,-45
17 Aug 2022,17:53:33,-45
17 Aug 2022,18:08:33,-40
17 Aug 2022,18:23:33,-40
17 Aug 2022,18:38:33,-40
17 Aug 2022,18:53:33,-35
17 Aug 2022,19:08:33,-35
17 Aug 2022,19:23:33,-30
17 Aug 2022,19:38:33,-30
17 Aug 2022,19:53:33,-30
17 Aug 2022,20:08:33,-25
17 Aug 2022,20:23:33,-25
17 Aug 2022,20:38:33,-25
17 Aug 2022,20:53:33,-25
17 Aug 2022,21:08:33,-25
17 Aug 2022,21:23:33,-20
17 Aug 2022,21:38:33,-20
17 Aug 2022,21:53:33,-20
17 Aug 2022,22:08:33,-20
17 Aug 2022,22:23:33,-15
17 Aug 2022,22:38:33,-15
17 Aug 2022,22:53:33,-15
17 Aug 2022,23:08:33,-15
17 Aug 2022,23:23:33,-15
17 Aug 2022,23:38:33,-15
17 Aug 2022,23:53:33,-15
18 Aug 2022,0:08:33,-15
18 Aug 2022,0:23:33,-15
18 Aug 2022,0:38:33,-15
18 Aug 2022,0:53:33,-15
18 Aug 2022,1:08:33,-15
18 Aug 2022,1:23:33,-15
18 Aug 2022,1:38:33,-15
18 Aug 2022,1:53:33,-10
18 Aug 2022,2:08:33,-10
18 Aug 2022,2:23:33,-10
18 Aug 2022,2:38:33,-10
18 Aug 2022,2:53:33,-10
18 Aug 2022,3:08:33,-10
18 Aug 2022,3:23:33,-10
18 Aug 2022,3:38:33,-10
18 Aug 2022,3:53:33,-10
18 Aug 2022,4:08:33,-10
18 Aug 2022,4:23:33,-5
18 Aug 2022,4:38:33,-5
18 Aug 2022,4:53:33,-5
18 Aug 2022,5:08:33,-5
18 Aug 2022,5:23:33,-5
18 Aug 2022,5:38:33,-5
18 Aug 2022,5:53:33,-5
18 Aug 2022,6:08:33,-5
18 Aug 2022,6:23:33,-5
18 Aug 2022,6:38:33,-5
18 Aug 2022,6:53:33,-5
18 Aug 2022,7:08:33,-5
18 Aug 2022,7:23:33,-5
18 Aug 2022,7:38:33,-5
18 Aug 2022,7:53:33,-10
18 Aug 2022,8:08:33,-10
18 Aug 2022,8:23:33,-10
18 Aug 2022,8:38:33,-10
18 Aug 2022,8:53:33,-10
18 Aug 2022,9:08:33,-10
18 Aug 2022,9:23:33,-10
18 Aug 2022,9:38:33,-10
18 Aug 2022,9:53:33,-15
18 Aug 2022,10:08:33,-15
18 Aug 2022,10:23:33,-15
18 Aug 2022,10:38:33,-15
18 Aug 2022,10:53:33,-15
18 Aug 2022,11:08:33,-15
18 Aug 2022,11:23:33,-20
18 Aug 2022,11:38:33,-20
18 Aug 2022,11:53:33,-20
18 Aug 2022,12:08:33,-25
18 Aug 2022,12:23:33,-25
18 Aug 2022,12:38:33,-35
18 Aug 2022,12:53:33,-30
18 Aug 2022,13:08:33,-35
18 Aug 2022,13:23:33,-35
18 Aug 2022,13:38:33,-35
18 Aug 2022,13:53:33,-35
18 Aug 2022,14:08:33,-35
18 Aug 2022,14:23:33,-35
18 Aug 2022,14:38:33,-30
18 Aug 2022,14:53:33,-30
18 Aug 2022,15:08:33,-30
18 Aug 2022,15:23:33,-30
18 Aug 2022,15:38:33,-35
18 Aug 2022,15:53:33,-35
18 Aug 2022,16:08:33,-35
18 Aug 2022,16:23:33,-35
18 Aug 2022,16:38:33,-35
18 Aug 2022,16:53:33,-35
18 Aug 2022,17:08:33,-35
18 Aug 2022,17:23:33,-30
18 Aug 2022,17:38:33,-25
18 Aug 2022,17:53:33,-20
18 Aug 2022,18:08:33,-20
18 Aug 2022,18:23:33,-20
18 Aug 2022,18:38:33,-15
18 Aug 2022,18:53:33,-15
18 Aug 2022,19:08:33,-15
18 Aug 2022,19:23:33,-15
18 Aug 2022,19:38:33,-15
18 Aug 2022,19:53:33,-15
18 Aug 2022,20:08:33,-15
18 Aug 2022,20:23:33,-15
18 Aug 2022,20:38:33,-15
18 Aug 2022,20:53:33,-15
18 Aug 2022,21:08:33,-15
18 Aug 2022,21:23:33,-15
18 Aug 2022,21:38:33,-15
18 Aug 2022,21:53:33,-15
18 Aug 2022,22:08:33,-15
18 Aug 2022,22:23:33,-15
18 Aug 2022,22:38:33,-15
18 Aug 2022,22:53:33,-15
18 Aug 2022,23:08:33,-15
18 Aug 2022,23:23:33,-15
18 Aug 2022,23:38:33,-15
18 Aug 2022,23:53:33,-15
19 Aug 2022,0:08:33,-15
19 Aug 2022,0:23:33,-15
19 Aug 2022,0:38:33,-15
19 Aug 2022,0:53:33,-15
19 Aug 2022,1:08:33,-15
19 Aug 2022,1:23:33,-15
19 Aug 2022,1:38:33,-15
19 Aug 2022,1:53:33,-10
19 Aug 2022,2:08:33,-15
19 Aug 2022,2:23:33,-15
19 Aug 2022,2:38:33,-10
19 Aug 2022,2:53:33,-10
19 Aug 2022,3:08:33,-10
19 Aug 2022,3:23:33,-10
19 Aug 2022,3:38:33,-10
19 Aug 2022,3:53:33,-10
19 Aug 2022,4:08:33,-10
19 Aug 2022,4:23:33,-10
19 Aug 2022,4:38:33,-10
19 Aug 2022,4:53:33,-10
19 Aug 2022,5:08:33,-10
19 Aug 2022,5:23:33,-10
19 Aug 2022,5:38:33,-10
19 Aug 2022,5:53:33,-10
19 Aug 2022,6:08:33,-10
19 Aug 2022,6:23:33,-10
19 Aug 2022,6:38:33,-10
19 Aug 2022,6:53:33,-10
19 Aug 2022,7:08:33,-10
19 Aug 2022,7:23:33,-10
19 Aug 2022,7:38:33,-10
19 Aug 2022,7:53:33,-10
19 Aug 2022,8:08:33,-10
19 Aug 2022,8:23:33,-10
19 Aug 2022,8:38:33,-10
19 Aug 2022,8:53:33,-10
19 Aug 2022,9:08:33,-10
19 Aug 2022,9:23:33,-10
19 Aug 2022,9:38:33,-5
19 Aug 2022,9:53:33,-15
19 Aug 2022,10:08:33,-10
19 Aug 2022,10:23:33,-15
19 Aug 2022,10:38:33,-5
19 Aug 2022,10:53:33,-10
19 Aug 2022,11:08:33,-15
19 Aug 2022,11:23:33,-10
19 Aug 2022,11:38:33,-10
19 Aug 2022,11:53:33,-10
19 Aug 2022,12:08:33,-10
19 Aug 2022,12:23:33,-10
19 Aug 2022,12:38:33,-15
19 Aug 2022,12:53:33,-15
19 Aug 2022,13:08:33,-15
19 Aug 2022,13:23:33,-15
19 Aug 2022,13:38:33,-15
19 Aug 2022,13:53:33,-15
19 Aug 2022,14:08:33,-15
19 Aug 2022,14:23:33,-20
19 Aug 2022,14:38:33,-20
19 Aug 2022,14:53:33,-20
19 Aug 2022,15:08:33,-20
19 Aug 2022,15:23:33,-20
19 Aug 2022,15:38:33,-20
19 Aug 2022,15:53:33,-20
19 Aug 2022,16:08:33,-20
19 Aug 2022,16:23:33,-20
19 Aug 2022,16:38:33,-20
19 Aug 2022,16:53:33,-20
19 Aug 2022,17:08:33,-20
19 Aug 2022,17:23:33,-15
19 Aug 2022,17:38:33,-15
19 Aug 2022,17:53:33,-15
19 Aug 2022,18:08:33,-15
19 Aug 2022,18:23:33,-15
19 Aug 2022,18:38:33,-10
19 Aug 2022,18:53:33,-10
19 Aug 2022,19:08:33,-10
19 Aug 2022,19:23:33,-10
19 Aug 2022,19:38:33,-10
19 Aug 2022,19:53:33,-10
19 Aug 2022,20:08:33,-10
19 Aug 2022,20:23:33,-10
19 Aug 2022,20:38:33,-10
19 Aug 2022,20:53:33,-10
19 Aug 2022,21:08:33,-10
19 Aug 2022,21:23:33,-10
19 Aug 2022,21:38:33,-10
19 Aug 2022,21:53:33,-10
19 Aug 2022,22:08:33,-10
19 Aug 2022,22:23:33,-10
19 Aug 2022,22:38:33,-10
19 Aug 2022,22:53:33,-5
19 Aug 2022,23:08:33,-5
19 Aug 2022,23:23:33,-5
19 Aug 2022,23:38:33,-5
19 Aug 2022,23:53:33,-5
20 Aug 2022,0:08:33,-5
20 Aug 2022,0:23:33,-5
20 Aug 2022,0:38:33,-10
20 Aug 2022,0:53:33,-10
20 Aug 2022,1:08:33,-10
20 Aug 2022,1:23:33,-5
20 Aug 2022,1:38:33,-10
20 Aug 2022,1:53:33,-10
20 Aug 2022,2:08:33,-10
20 Aug 2022,2:23:33,-10
20 Aug 2022,2:38:33,-10
20 Aug 2022,2:53:33,-10
20 Aug 2022,3:08:33,-10
20 Aug 2022,3:23:33,-10
20 Aug 2022,3:38:33,-10
20 Aug 2022,3:53:33,-10
20 Aug 2022,4:08:33,-15
20 Aug 2022,4:23:33,-15
20 Aug 2022,4:38:33,-15
20 Aug 2022,4:53:33,-15
20 Aug 2022,5:08:33,-15
20 Aug 2022,5:23:33,-15
20 Aug 2022,5:38:33,-15
20 Aug 2022,5:53:33,-15
20 Aug 2022,6:08:33,-15
20 Aug 2022,6:23:33,-10
20 Aug 2022,6:38:33,-10
20 Aug 2022,6:53:33,-10
20 Aug 2022,7:08:33,-10
20 Aug 2022,7:23:33,-10
20 Aug 2022,7:38:33,-15
20 Aug 2022,7:53:33,-10
20 Aug 2022,8:08:33,-15
20 Aug 2022,8:23:33,-10
20 Aug 2022,8:38:33,-10
20 Aug 2022,8:53:33,-15
20 Aug 2022,9:08:33,-15
20 Aug 2022,9:23:33,-15
20 Aug 2022,9:38:33,-10
20 Aug 2022,9:53:33,-15
20 Aug 2022,10:08:33,-20
20 Aug 2022,10:23:33,-15
20 Aug 2022,10:38:33,-15
20 Aug 2022,10:53:33,-15
20 Aug 2022,11:08:33,-15
20 Aug 2022,11:23:33,-20
20 Aug 2022,11:38:33,-15
20 Aug 2022,11:53:33,-20
20 Aug 2022,12:08:33,-20
20 Aug 2022,12:23:33,-20
20 Aug 2022,12:38:33,-20
20 Aug 2022,12:53:33,-20
20 Aug 2022,13:08:33,-20
20 Aug 2022,13:23:33,-20
20 Aug 2022,13:38:33,-20
20 Aug 2022,13:53:33,-20
20 Aug 2022,14:08:33,-20
20 Aug 2022,14:23:33,-20
20 Aug 2022,14:38:33,-20
20 Aug 2022,14:53:33,-20
20 Aug 2022,15:08:33,-20
20 Aug 2022,15:23:33,-20
20 Aug 2022,15:38:33,-20
20 Aug 2022,15:53:33,-20
20 Aug 2022,16:08:33,-20
20 Aug 2022,16:23:33,-20
20 Aug 2022,16:38:33,-20
20 Aug 2022,16:53:33,-20
20 Aug 2022,17:08:33,-20
20 Aug 2022,17:23:33,-20
20 Aug 2022,17:38:33,-20
20 Aug 2022,17:53:33,-20
20 Aug 2022,18:08:33,-20
20 Aug 2022,18:23:33,-20
20 Aug 2022,18:38:33,-20
20 Aug 2022,18:53:33,-20
20 Aug 2022,19:08:33,-15
20 Aug 2022,19:23:33,-15
20 Aug 2022,19:38:33,-20
20 Aug 2022,19:53:33,-15
20 Aug 2022,20:08:33,-15
20 Aug 2022,20:23:33,-20
20 Aug 2022,20:38:33,-20
20 Aug 2022,20:53:33,-20
20 Aug 2022,21:08:33,-15
20 Aug 2022,21:23:33,-15
20 Aug 2022,21:38:33,-20
20 Aug 2022,21:53:33,-15
20 Aug 2022,22:08:33,-15
20 Aug 2022,22:23:33,-15
20 Aug 2022,22:38:33,-15
20 Aug 2022,22:53:33,-15
20 Aug 2022,23:08:33,-15
20 Aug 2022,23:23:33,-20
20 Aug 2022,23:38:33,-20
20 Aug 2022,23:53:33,-20
21 Aug 2022,0:08:33,-20
21 Aug 2022,0:23:33,-15
21 Aug 2022,0:38:33,-20
21 Aug 2022,0:53:33,-20
21 Aug 2022,1:08:33,-20
21 Aug 2022,1:23:33,-15
21 Aug 2022,1:38:33,-20
21 Aug 2022,1:53:33,-15
21 Aug 2022,2:08:33,-15
21 Aug 2022,2:23:33,-15
21 Aug 2022,2:38:33,-15
21 Aug 2022,2:53:33,-15
21 Aug 2022,3:08:33,-15
21 Aug 2022,3:23:33,-15
21 Aug 2022,3:38:33,-15
21 Aug 2022,3:53:33,-15
21 Aug 2022,4:08:33,-15
21 Aug 2022,4:23:33,-15
21 Aug 2022,4:38:33,-15
21 Aug 2022,4:53:33,-15
21 Aug 2022,5:08:33,-15
21 Aug 2022,5:23:33,-15
21 Aug 2022,5:38:33,-15
21 Aug 2022,5:53:33,-15
21 Aug 2022,6:08:33,-15
21 Aug 2022,6:23:33,-15
21 Aug 2022,6:38:33,-15
21 Aug 2022,6:53:33,-15
21 Aug 2022,7:08:33,-15
21 Aug 2022,7:23:33,-15
21 Aug 2022,7:38:33,-15
21 Aug 2022,7:53:33,-15
21 Aug 2022,8:08:33,-15
21 Aug 2022,8:23:33,-15
21 Aug 2022,8:38:33,-15
21 Aug 2022,8:53:33,-15
21 Aug 2022,9:08:33,-15
21 Aug 2022,9:23:33,-15
21 Aug 2022,9:38:33,-20
21 Aug 2022,9:53:33,-15
21 Aug 2022,10:08:33,-15
21 Aug 2022,10:23:33,-15
21 Aug 2022,10:38:33,-15
21 Aug 2022,10:53:33,-20
21 Aug 2022,11:08:33,-20
21 Aug 2022,11:23:33,-15
21 Aug 2022,11:38:33,-15
21 Aug 2022,11:53:33,-15
21 Aug 2022,12:08:33,-20
21 Aug 2022,12:23:33,-20
21 Aug 2022,12:38:33,-20
21 Aug 2022,12:53:33,-20
21 Aug 2022,13:08:33,-20
21 Aug 2022,13:23:33,-20
21 Aug 2022,13:38:33,-20
21 Aug 2022,13:53:33,-20
21 Aug 2022,14:08:33,-20
21 Aug 2022,14:23:33,-20
21 Aug 2022,14:38:33,-20
21 Aug 2022,14:53:33,-20
21 Aug 2022,15:08:33,-20
21 Aug 2022,15:23:33,-20
21 Aug 2022,15:38:33,-20
21 Aug 2022,15:53:33,-20
21 Aug 2022,16:08:33,-20
21 Aug 2022,16:23:33,-20
21 Aug 2022,16:38:33,-20
21 Aug 2022,16:53:33,-15
21 Aug 2022,17:08:33,-15
21 Aug 2022,17:23:33,-15
21 Aug 2022,17:38:33,-15
21 Aug 2022,17:53:33,-15
21 Aug 2022,18:08:33,-15
21 Aug 2022,18:23:33,-15
21 Aug 2022,18:38:33,-15
21 Aug 2022,18:53:33,-15
21 Aug 2022,19:08:33,-15
21 Aug 2022,19:23:33,-15
21 Aug 2022,19:38:33,-15
21 Aug 2022,19:53:33,-15
21 Aug 2022,20:08:33,-15
21 Aug 2022,20:23:33,-15
21 Aug 2022,20:38:33,-15
21 Aug 2022,20:53:33,-15
21 Aug 2022,21:08:33,-15
21 Aug 2022,21:23:33,-15
21 Aug 2022,21:38:33,-15
21 Aug 2022,21:53:33,-15
21 Aug 2022,22:08:33,-15
21 Aug 2022,22:23:33,-15
21 Aug 2022,22:38:33,-15
21 Aug 2022,22:53:33,-15
21 Aug 2022,23:08:33,-15
21 Aug 2022,23:23:33,-15
21 Aug 2022,23:38:33,-15
21 Aug 2022,23:53:33,-15
22 Aug 2022,0:08:33,-15
22 Aug 2022,0:23:33,-15
22 Aug 2022,0:38:33,-15
22 Aug 2022,0:53:33,-15
22 Aug 2022,1:08:33,-15
22 Aug 2022,1:23:33,-15
22 Aug 2022,1:38:33,-15
22 Aug 2022,1:53:33,-15
22 Aug 2022,2:08:33,-10
22 Aug 2022,2:23:33,-15
22 Aug 2022,2:38:33,-10
22 Aug 2022,2:53:33,-10
22 Aug 2022,3:08:33,-10
22 Aug 2022,3:23:33,-10
22 Aug 2022,3:38:33,-10
22 Aug 2022,3:53:33,-10
22 Aug 2022,4:08:33,-10
22 Aug 2022,4:23:33,-10
22 Aug 2022,4:38:33,-10
22 Aug 2022,4:53:33,-10
22 Aug 2022,5:08:33,-10
22 Aug 2022,5:23:33,-10
22 Aug 2022,5:38:33,-10
22 Aug 2022,5:53:33,-10
22 Aug 2022,6:08:33,-10
22 Aug 2022,6:23:33,-10
22 Aug 2022,6:38:33,-10
22 Aug 2022,6:53:33,-10
22 Aug 2022,7:08:33,-10
22 Aug 2022,7:23:33,-10
22 Aug 2022,7:38:33,-10
22 Aug 2022,7:53:33,-10
22 Aug 2022,8:08:33,-10
22 Aug 2022,8:23:33,-10
22 Aug 2022,8:38:33,-10
22 Aug 2022,8:53:33,-10
22 Aug 2022,9:08:33,-10
22 Aug 2022,9:23:33,-10
22 Aug 2022,9:38:33,-10
22 Aug 2022,9:53:33,-15
22 Aug 2022,10:08:33,-15
22 Aug 2022,10:23:33,-15
22 Aug 2022,10:38:33,-15
22 Aug 2022,10:53:33,-15
22 Aug 2022,11:08:33,-15
22 Aug 2022,11:23:33,-15
22 Aug 2022,11:38:33,-15
22 Aug 2022,11:53:33,-15
22 Aug 2022,12:08:33,-15
22 Aug 2022,12:23:33,-20
22 Aug 2022,12:38:33,-20
22 Aug 2022,12:53:33,-20
22 Aug 2022,13:08:33,-25
22 Aug 2022,13:23:33,-25
22 Aug 2022,13:38:33,-25
22 Aug 2022,13:53:33,-25
22 Aug 2022,14:08:33,-25
22 Aug 2022,14:23:33,-20
22 Aug 2022,14:38:33,-20
22 Aug 2022,14:53:33,-25
22 Aug 2022,15:08:33,-20
22 Aug 2022,15:23:33,-25
22 Aug 2022,15:38:33,-25
22 Aug 2022,15:53:33,-25
22 Aug 2022,16:08:33,-30
22 Aug 2022,16:23:33,-30
22 Aug 2022,16:38:33,-25
22 Aug 2022,16:53:33,-25
22 Aug 2022,17:08:33,-25
22 Aug 2022,17:23:33,-25
22 Aug 2022,17:38:33,-20
22 Aug 2022,17:53:33,-20
22 Aug 2022,18:08:33,-20
22 Aug 2022,18:23:33,-15
22 Aug 2022,18:38:33,-15
22 Aug 2022,18:53:33,-15
22 Aug 2022,19:08:33,-15
22 Aug 2022,19:23:33,-15
22 Aug 2022,19:38:33,-10
22 Aug 2022,19:53:33,-10
22 Aug 2022,20:08:33,-10
22 Aug 2022,20:23:33,-10
22 Aug 2022,20:38:33,-10
22 Aug 2022,20:53:33,-10
22 Aug 2022,21:08:33,-10
22 Aug 2022,21:23:33,-10
22 Aug 2022,21:38:33,-10
22 Aug 2022,21:53:33,-5
22 Aug 2022,22:08:33,-5
22 Aug 2022,22:23:33,-5
22 Aug 2022,22:38:33,-5
22 Aug 2022,22:53:33,-5
22 Aug 2022,23:08:33,-10
22 Aug 2022,23:23:33,-10
22 Aug 2022,23:38:33,-10
22 Aug 2022,23:53:33,-10
23 Aug 2022,0:08:33,-10
23 Aug 2022,0:23:33,-10
23 Aug 2022,0:38:33,-10
23 Aug 2022,0:53:33,-10
23 Aug 2022,1:08:33,-10
23 Aug 2022,1:23:33,-10
23 Aug 2022,1:38:33,-10
23 Aug 2022,1:53:33,-10
